531 Pluvialis squatarola (Black-bellied Plover),-1
532 Gymnogyps californianus (California Condor),-1
533 Muscicapa striata (Spotted Flycatcher),-1
534 Charadrius vociferus (Killdeer),-1
535 Charadrius wilsonia (Wilson's Plover),-1
536 Charadrius melodus (Piping Plover),-1
537 Phoenicurus phoenicurus (Common Redstart),-1
538 Phoenicurus ochruros (Black Redstart),-1
539 Charadrius dubius (Little Ringed Plover),-1
540 Eumomota superciliosa (Turquoise-browed Motmot),-1
541 Anas querquedula (Garganey),-1
542 Himantopus mexicanus (Black-necked Stilt),-1
543 Haematopus bachmani (Black Oystercatcher),-1
544 Pica pica (Eurasian Magpie),-1
545 Haematopus ostralegus (Eurasian Oystercatcher),-1
546 Haematopus unicolor (Variable Oystercatcher),-1
547 Vanellus vanellus (Northern Lapwing),-1
548 Vanellus spinosus (Spur-winged Lapwing),-1
549 Vanellus armatus (Blacksmith Lapwing),-1
550 Luscinia svecica (Bluethroat),-1
551 Columbina inca (Inca Dove),-1
552 Recurvirostra avosetta (Pied Avocet),-1
553 Phasianus colchicus (Ring-necked Pheasant),-1
554 Pluvialis dominica (American Golden-Plover),-1
555 Cinclus mexicanus (American Dipper),-1
556 Erithacus rubecula (European Robin),-1
557 Melanerpes aurifrons (Golden-fronted Woodpecker),-1
558 Charadrius hiaticula (Common Ringed Plover),-1
559 Egretta gularis (Western Reef-Heron),-1
560 Egretta caerulea (Little Blue Heron),-1
561 Egretta tricolor (Tricolored Heron),-1
562 Egretta thula (Snowy Egret),-1
563 Egretta garzetta (Little Egret),-1
564 Egretta sacra (Pacific Reef-Heron),-1
